latitude,longitude,OBJECTID,Elemento,nu_processo_sei,Empreendedor,Empreendimento,Setor,Tipologia,Nº Processo SEI,Consultar Processo,sei_no_empreendimento,Licenças Emitidas (Tipo, Número, Emissão, Vencimento),st_length(shape),
null,null,14787,Ponte Rodoviária,02001027888202429,CONSTRUTORA SINARCO LTDA,contrato 26 00008/2024 DNIT-RR. "execução das OAEs na Rodovia BR-210/RR",Transporte,Estruturas Rodoviárias,02001.027888/2024-29,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027888202429) contrato 26 00008/2024 DNIT-RR. "execução das OAEs na Rodovia BR-210/RR",,0.0009487517760188079,
null,null,14788,Ponte Rodoviária,02001027888202429,CONSTRUTORA SINARCO LTDA,contrato 26 00008/2024 DNIT-RR. "execução das OAEs na Rodovia BR-210/RR",Transporte,Estruturas Rodoviárias,02001.027888/2024-29,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027888202429) contrato 26 00008/2024 DNIT-RR. "execução das OAEs na Rodovia BR-210/RR",,0.0009504926779236904,
null,null,14789,Ponte Rodoviária,02001027888202429,CONSTRUTORA SINARCO LTDA,contrato 26 00008/2024 DNIT-RR. "execução das OAEs na Rodovia BR-210/RR",Transporte,Estruturas Rodoviárias,02001.027888/2024-29,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027888202429) contrato 26 00008/2024 DNIT-RR. "execução das OAEs na Rodovia BR-210/RR",,0.0009518048983751162,
null,null,14790,Ponte Rodoviária,02001027888202429,CONSTRUTORA SINARCO LTDA,contrato 26 00008/2024 DNIT-RR. "execução das OAEs na Rodovia BR-210/RR",Transporte,Estruturas Rodoviárias,02001.027888/2024-29,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027888202429) contrato 26 00008/2024 DNIT-RR. "execução das OAEs na Rodovia BR-210/RR",,0.0013088151959108707,
null,null,14791,Ponte Rodoviária,02001027888202429,CONSTRUTORA SINARCO LTDA,contrato 26 00008/2024 DNIT-RR. "execução das OAEs na Rodovia BR-210/RR",Transporte,Estruturas Rodoviárias,02001.027888/2024-29,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027888202429) contrato 26 00008/2024 DNIT-RR. "execução das OAEs na Rodovia BR-210/RR",,0.0018477135313257464,
null,null,14792,Ponte Rodoviária,02001027888202429,CONSTRUTORA SINARCO LTDA,contrato 26 00008/2024 DNIT-RR. "execução das OAEs na Rodovia BR-210/RR",Transporte,Estruturas Rodoviárias,02001.027888/2024-29,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001027888202429) contrato 26 00008/2024 DNIT-RR. "execução das OAEs na Rodovia BR-210/RR",,0.0009328183777737268,
null,null,14793,Ponte Rodoviária,02001025620202452,PREFEITURA MUNICIPAL DE FELIZ NATAL,Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,Transporte,Estruturas Rodoviárias,02001.025620/2024-52,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001025620202452) Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,,0.0000458375498132279,
null,null,14794,Ponte Rodoviária,02001025620202452,PREFEITURA MUNICIPAL DE FELIZ NATAL,Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,Transporte,Estruturas Rodoviárias,02001.025620/2024-52,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001025620202452) Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,,0.0000458011662192604,
null,null,14795,Ponte Rodoviária,02001025620202452,PREFEITURA MUNICIPAL DE FELIZ NATAL,Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,Transporte,Estruturas Rodoviárias,02001.025620/2024-52,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001025620202452) Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,,0.00004582525929036918,
null,null,14796,Ponte Rodoviária,02001025620202452,PREFEITURA MUNICIPAL DE FELIZ NATAL,Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,Transporte,Estruturas Rodoviárias,02001.025620/2024-52,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001025620202452) Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,,0.00004578497009345001,
null,null,14797,Ponte Rodoviária,02001025620202452,PREFEITURA MUNICIPAL DE FELIZ NATAL,Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,Transporte,Estruturas Rodoviárias,02001.025620/2024-52,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001025620202452) Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,,0.00004578322436580444,
null,null,14798,Ponte Rodoviária,02001025620202452,PREFEITURA MUNICIPAL DE FELIZ NATAL,Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,Transporte,Estruturas Rodoviárias,02001.025620/2024-52,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001025620202452) Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,,0.000045800828989445566,
null,null,14799,Ponte Rodoviária,02001025620202452,PREFEITURA MUNICIPAL DE FELIZ NATAL,Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,Transporte,Estruturas Rodoviárias,02001.025620/2024-52,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001025620202452) Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,,0.000045723094079241524,
