latitude,longitude,OBJECTID,Elemento,nu_processo_sei,Empreendedor,Empreendimento,Setor,Tipologia,Nº Processo SEI,Consultar Processo,sei_no_empreendimento,Licenças Emitidas (Tipo, Número, Emissão, Vencimento),st_length(shape),
null,null,8704,Trecho Hidroviário,02001004355202550,I S BARBOSA COMERCIO DE COMBUSTIVEIS LTDA,Transporte Hidroviário Fluvial,Transporte,Transporte Hidroviário Fluvial,02001.004355/2025-50,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001004355202550) Transporte Hidroviário Fluvial,,0.7825675144095678,
null,null,8705,Trecho Hidroviário,02001001689202491,I S BARBOSA TRANSPORTES LTDA,Transporte Fluvial de Produtos Perigosos,Transporte,Transporte Hidroviário Fluvial,02001.001689/2024-91,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001001689202491) Transporte Fluvial de Produtos Perigosos,,1.8723874585258249,
null,null,8706,Trecho Hidroviário,02001001689202491,I S BARBOSA TRANSPORTES LTDA,Transporte Fluvial de Produtos Perigosos,Transporte,Transporte Hidroviário Fluvial,02001.001689/2024-91,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001001689202491) Transporte Fluvial de Produtos Perigosos,,0.06026815900170618,
null,null,8707,Trecho Hidroviário,02001001689202491,I S BARBOSA TRANSPORTES LTDA,Transporte Fluvial de Produtos Perigosos,Transporte,Transporte Hidroviário Fluvial,02001.001689/2024-91,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001001689202491) Transporte Fluvial de Produtos Perigosos,,0.24191249334270246,
null,null,8708,Trecho Hidroviário,02001001689202491,I S BARBOSA TRANSPORTES LTDA,Transporte Fluvial de Produtos Perigosos,Transporte,Transporte Hidroviário Fluvial,02001.001689/2024-91,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001001689202491) Transporte Fluvial de Produtos Perigosos,,2.6323913760357756,
null,null,8709,Trecho Hidroviário,02001001689202491,I S BARBOSA TRANSPORTES LTDA,Transporte Fluvial de Produtos Perigosos,Transporte,Transporte Hidroviário Fluvial,02001.001689/2024-91,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001001689202491) Transporte Fluvial de Produtos Perigosos,,1.3088870030051776,
null,null,8710,Trecho Hidroviário,02001001689202491,I S BARBOSA TRANSPORTES LTDA,Transporte Fluvial de Produtos Perigosos,Transporte,Transporte Hidroviário Fluvial,02001.001689/2024-91,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001001689202491) Transporte Fluvial de Produtos Perigosos,,0.18220220739106316,
null,null,8711,Trecho Hidroviário,02001001689202491,I S BARBOSA TRANSPORTES LTDA,Transporte Fluvial de Produtos Perigosos,Transporte,Transporte Hidroviário Fluvial,02001.001689/2024-91,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001001689202491) Transporte Fluvial de Produtos Perigosos,,0.5736545183071635,
null,null,8712,Trecho Hidroviário,02001001689202491,I S BARBOSA TRANSPORTES LTDA,Transporte Fluvial de Produtos Perigosos,Transporte,Transporte Hidroviário Fluvial,02001.001689/2024-91,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001001689202491) Transporte Fluvial de Produtos Perigosos,,1.2325911621114194,
null,null,8713,Trecho Hidroviário,02001001689202491,I S BARBOSA TRANSPORTES LTDA,Transporte Fluvial de Produtos Perigosos,Transporte,Transporte Hidroviário Fluvial,02001.001689/2024-91,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001001689202491) Transporte Fluvial de Produtos Perigosos,,1.0394099623648438,
null,null,8714,Trecho Hidroviário,02001001689202491,I S BARBOSA TRANSPORTES LTDA,Transporte Fluvial de Produtos Perigosos,Transporte,Transporte Hidroviário Fluvial,02001.001689/2024-91,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001001689202491) Transporte Fluvial de Produtos Perigosos,,1.5063666657328176,
null,null,8715,Trecho Hidroviário,02001001689202491,I S BARBOSA TRANSPORTES LTDA,Transporte Fluvial de Produtos Perigosos,Transporte,Transporte Hidroviário Fluvial,02001.001689/2024-91,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001001689202491) Transporte Fluvial de Produtos Perigosos,,0.8008348867890132,
null,null,8716,Trecho Hidroviário,02001001689202491,I S BARBOSA TRANSPORTES LTDA,Transporte Fluvial de Produtos Perigosos,Transporte,Transporte Hidroviário Fluvial,02001.001689/2024-91,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001001689202491) Transporte Fluvial de Produtos Perigosos,,5.41394565093079,
null,null,8717,Trecho Hidroviário,02001001689202491,I S BARBOSA TRANSPORTES LTDA,Transporte Fluvial de Produtos Perigosos,Transporte,Transporte Hidroviário Fluvial,02001.001689/2024-91,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001001689202491) Transporte Fluvial de Produtos Perigosos,,3.1591403169017784,
null,null,8718,Trecho Hidroviário,02001001689202491,I S BARBOSA TRANSPORTES LTDA,Transporte Fluvial de Produtos Perigosos,Transporte,Transporte Hidroviário Fluvial,02001.001689/2024-91,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001001689202491) Transporte Fluvial de Produtos Perigosos,,0.7825675144095678,
null,null,8719,Trecho Hidroviário,02001004341202536,I S BARBOSA TRANSPORTES LTDA,Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,Transporte,Transporte Hidroviário Fluvial,02001.004341/2025-36,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001004341202536) Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,,1.8723874585258249,
null,null,8720,Trecho Hidroviário,02001004341202536,I S BARBOSA TRANSPORTES LTDA,Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,Transporte,Transporte Hidroviário Fluvial,02001.004341/2025-36,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001004341202536) Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,,0.06026815900170618,
null,null,8721,Trecho Hidroviário,02001004341202536,I S BARBOSA TRANSPORTES LTDA,Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,Transporte,Transporte Hidroviário Fluvial,02001.004341/2025-36,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001004341202536) Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,,0.24191249334270246,
null,null,8722,Trecho Hidroviário,02001004341202536,I S BARBOSA TRANSPORTES LTDA,Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,Transporte,Transporte Hidroviário Fluvial,02001.004341/2025-36,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001004341202536) Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,,2.6323913760357756,
null,null,8723,Trecho Hidroviário,02001004341202536,I S BARBOSA TRANSPORTES LTDA,Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,Transporte,Transporte Hidroviário Fluvial,02001.004341/2025-36,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001004341202536) Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,,1.3088870030051776,
null,null,8724,Trecho Hidroviário,02001004341202536,I S BARBOSA TRANSPORTES LTDA,Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,Transporte,Transporte Hidroviário Fluvial,02001.004341/2025-36,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001004341202536) Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,,0.18220220739106316,
null,null,8725,Trecho Hidroviário,02001004341202536,I S BARBOSA TRANSPORTES LTDA,Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,Transporte,Transporte Hidroviário Fluvial,02001.004341/2025-36,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001004341202536) Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,,0.5736545183071635,
null,null,8726,Trecho Hidroviário,02001004341202536,I S BARBOSA TRANSPORTES LTDA,Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,Transporte,Transporte Hidroviário Fluvial,02001.004341/2025-36,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001004341202536) Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,,1.2325911621114194,
null,null,8727,Trecho Hidroviário,02001004341202536,I S BARBOSA TRANSPORTES LTDA,Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,Transporte,Transporte Hidroviário Fluvial,02001.004341/2025-36,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001004341202536) Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,,1.0394099623648438,
null,null,8728,Trecho Hidroviário,02001004341202536,I S BARBOSA TRANSPORTES LTDA,Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,Transporte,Transporte Hidroviário Fluvial,02001.004341/2025-36,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001004341202536) Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,,1.5063666657328176,
null,null,8729,Trecho Hidroviário,02001004341202536,I S BARBOSA TRANSPORTES LTDA,Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,Transporte,Transporte Hidroviário Fluvial,02001.004341/2025-36,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001004341202536) Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,,0.8008348867890132,
null,null,8730,Trecho Hidroviário,02001004341202536,I S BARBOSA TRANSPORTES LTDA,Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,Transporte,Transporte Hidroviário Fluvial,02001.004341/2025-36,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001004341202536) Transportador Revendedor Retalhista na Navegação Interior e Abastecimento de Bunker,,5.41394565093079,
