FID,cod_aldeia,nome_aldeia,cod_ti,cod_municipio,data_cadastro,flag_ativo,nome_cr,the_geom,nommunic,nomuf,undadm_codigo,coord_lat,coord_long
aldeias_pontos.fid-8091ffc_197eb49b98a_3f1a,4435,Tenda,50001,3162450,14/07/2021,A,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS,POINT (-44.0720611111 -14.9436861111),São João das Missões,Minas Gerais,30202002067,-14.94368611,-44.07206111
aldeias_pontos.fid-8091ffc_197eb49b98a_3f1b,285,Tenondê Porã,23602,3550308,,A,COORDENACAO REGIONAL LITORAL SUDESTE,POINT (-46.622977777778 -23.850358333333),São Paulo,São Paulo,30202002074,-23.85035833,-46.62297778
aldeias_pontos.fid-8091ffc_197eb49b98a_3f1c,233,Tereguá,3501,3504305,,A,COORDENACAO REGIONAL LITORAL SUDESTE,POINT (-44.974388888889 -23.368),Avaí,São Paulo,30202002074,-23.368,-44.97438889
aldeias_pontos.fid-8091ffc_197eb49b98a_3f1d,4232,Tereweti,3801,1500602,16/07/2020,A,COORDENACAO REGIONAL CENTRO-LESTE DO PARÁ,POINT (-52.5603055556 -4.32644444444),Altamira,Pará,30202001913,-4.32644444,-52.56030556
aldeias_pontos.fid-8091ffc_197eb49b98a_3f1e,4879,Terra Alta (Água Preta),26201,1200054,07/04/2022,A,COORDENACAO REGIONAL ALTO PURUS,POINT (-69.9238861111 -10.5643555556),Assis Brasil,Acre,30202001845,-10.56435556,-69.92388611
aldeias_pontos.fid-8091ffc_197eb49b98a_3f1f,4043,Terra Livre,64701,2304103,30/04/2020,A,COORDENACAO REGIONAL NORDESTE II,POINT (-40.6681416667 -5.18830833333),Crateús,Ceará,30202001976,-5.18830833,-40.66814167
aldeias_pontos.fid-8091ffc_197eb49b98a_3f20,357,Terra Nova,23801,1200302,,A,COORDENACAO REGIONAL DO JURUÁ,POINT (-71.2234169444 -9.398),Feijó,Acre,30202001852,-9.398,-71.22341694
aldeias_pontos.fid-8091ffc_197eb49b98a_3f21,606,Terra Preta,49901,3162450,,A,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS,POINT (-44.2366694444 -14.8243527778),São João das Missões,Minas Gerais,30202002067,-14.82435278,-44.23666944
aldeias_pontos.fid-8091ffc_197eb49b98a_3f22,4039,Terra Prometida,64701,2304103,30/04/2020,A,COORDENACAO REGIONAL NORDESTE II,POINT (-40.6756916667 -5.18296388889),Crateús,Ceará,30202001976,-5.18296389,-40.67569167
aldeias_pontos.fid-8091ffc_197eb49b98a_3f23,1920,Terrawangã,60001,1507805,17/05/2018,A,COORDENACAO REGIONAL CENTRO-LESTE DO PARÁ,POINT (-51.7297222222 -3.51333333333),Senador José Porfírio,Pará,30202001913,-3.51333333,-51.72972222
aldeias_pontos.fid-8091ffc_197eb49b98a_3f24,418,Teyjussu,7201,5002407,,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.934075 -22.6153694444),Caarapó,Mato Grosso do Sul,30202002011,-22.61536944,-54.934075
aldeias_pontos.fid-8091ffc_197eb49b98a_3f25,31,Te´Yi Kuê,7201,5002407,,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.965277777778 -22.595833333333),Caarapó,Mato Grosso do Sul,30202002011,-22.59583333,-54.96527778
aldeias_pontos.fid-8091ffc_197eb49b98a_3f26,1050,Therekepo u,50901,1400050,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-63.764499931 2.788885027),Alto Alegre,Roraima,30202001955,2.78888503,-63.76449993
aldeias_pontos.fid-8091ffc_197eb49b98a_3f27,4272,Thiré,1001,1505502,28/10/2020,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-46.6934166667 -2.83619444444),Paragominas,Pará,30202001906,-2.83619444,-46.69341667
aldeias_pontos.fid-8091ffc_197eb49b98a_3f28,1006,Thothomapi,50901,1400308,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-62.9029222222 2.75394722222),Mucajaí,Roraima,30202001955,2.75394722,-62.90292222
aldeias_pontos.fid-8091ffc_197eb49b98a_3f29,1008,Thucutui,50901,1400027,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-62.415933673 3.7507736110001),Amajari,Roraima,30202001955,3.75077361,-62.41593367
aldeias_pontos.fid-8091ffc_197eb49b98a_3f2a,4346,Tibá,65101,2925501,11/06/2021,A,COORDENACAO REGIONAL DO SUL DA BAHIA,POINT (-39.2277611111 -17.1074166667),Prado,Bahia,30202001990,-17.10741667,-39.22776111
aldeias_pontos.fid-8091ffc_197eb49b98a_3f2b,3290,Tibúrcio,39402,1200609,14/09/2018,A,COORDENACAO REGIONAL DO JURUÁ,POINT (-71.7265333333 -8.34545833333),Tarauacá,Acre,30202001852,-8.34545833,-71.72653333
aldeias_pontos.fid-8091ffc_197eb49b98a_3f2c,344,Tibúrcio,39401,1200609,,A,COORDENACAO REGIONAL DO JURUÁ,POINT (-71.7265277778 -8.34547222222),Tarauacá,Acre,30202001852,-8.34547222,-71.72652778
aldeias_pontos.fid-8091ffc_197eb49b98a_3f2d,902,Tihinaki,50901,1400282,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-63.188673366 2.604812424),Iracema,Roraima,30202001955,2.60481242,-63.18867337
aldeias_pontos.fid-8091ffc_197eb49b98a_3f2e,1135,Tihinapi,50901,1400282,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-62.241205862 1.7961325860001),Iracema,Roraima,30202001955,1.79613259,-62.24120586
aldeias_pontos.fid-8091ffc_197eb49b98a_3f2f,952,Tihiwanape,50901,1400050,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-63.536475 2.72416111111),Alto Alegre,Roraima,30202001955,2.72416111,-63.536475
aldeias_pontos.fid-8091ffc_197eb49b98a_3f30,3289,Timbaúba,39402,1200609,14/09/2018,A,COORDENACAO REGIONAL DO JURUÁ,POINT (-71.6666972222 -8.27861666667),Tarauacá,Acre,30202001852,-8.27861667,-71.66669722
aldeias_pontos.fid-8091ffc_197eb49b98a_3f31,346,Timbaúba,39401,1200609,,A,COORDENACAO REGIONAL DO JURUÁ,POINT (-71.6666944444 -8.27861111111),Tarauacá,Acre,30202001852,-8.27861111,-71.66669444
aldeias_pontos.fid-8091ffc_197eb49b98a_3f32,3339,Timbaúba,31301,1200336,17/09/2018,A,COORDENACAO REGIONAL DO JURUÁ,POINT (-73.3449444444 -7.39711111111),Mâncio Lima,Acre,30202001852,-7.39711111,-73.34494444
aldeias_pontos.fid-8091ffc_197eb49b98a_3f33,4300,Tingui-Botó,45402,2702603,16/04/2021,A,COORDENACAO REGIONAL NORDESTE I,POINT (-36.7063 -9.89890555556),Feira Grande,Alagoas,30202001969,-9.89890556,-36.7063
aldeias_pontos.fid-8091ffc_197eb49b98a_3f34,890,Tipoca,47601,1600501,06/02/2017,A,COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ,POINT (-51.3707777778 3.61269444444),Oiapoque,Amapá,30202001899,3.61269444,-51.37077778
aldeias_pontos.fid-8091ffc_197eb49b98a_3f35,1114,Tipolei,50901,1400050,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-62.961662962 3.3156095730001),Alto Alegre,Roraima,30202001955,3.31560957,-62.96166296
aldeias_pontos.fid-8091ffc_197eb49b98a_3f36,808,Tiracambu,9701,2102002,24/10/2016,A,COORDENACAO REGIONAL MARANHÃO,POINT (-46.2075 -3.87194444444),Bom Jardim,Maranhão,30202001997,-3.87194444,-46.2075
aldeias_pontos.fid-8091ffc_197eb49b98a_3f37,986,Tirei/Ahuwanau,50901,1400050,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-63.816111757 2.5953922850001),Alto Alegre,Roraima,30202001955,2.59539229,-63.81611176
aldeias_pontos.fid-8091ffc_197eb49b98a_3f38,5207,Tirirical,39501,1100106,31/10/2023,A,COORDENACAO REGIONAL DE GUAJARA MIRIM,POINT (-64.8175 -11.955833333333),Guajará-Mirim,Rondônia,30202001941,-11.95583333,-64.8175
aldeias_pontos.fid-8091ffc_197eb49b98a_3f39,2118,Tocimão,16901,1303502,06/06/2018,A,COORDENACAO REGIONAL MÉDIO PURUS,POINT (-67.5558555556 -8.06779722222),Pauini,Amazonas,30202001878,-8.06779722,-67.55585556
aldeias_pontos.fid-8091ffc_197eb49b98a_3f3a,1042,Tokotoni,50901,1400027,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-62.5555361111 3.84467777778),Amajari,Roraima,30202001955,3.84467778,-62.55553611
aldeias_pontos.fid-8091ffc_197eb49b98a_3f3b,537,Tomepokwarã,49401,1600154,,A,COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ,POINT (-52.9993416667 1.31538611111),Pedra Branca do Amapari,Amapá,30202001899,1.31538611,-52.99934167
aldeias_pontos.fid-8091ffc_197eb49b98a_3f3c,560,Tomé/Água Boa,28301,3157658,,A,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS,POINT (-40.6018555556 -16.8928527778),Santa Helena de Minas,Minas Gerais,30202002067,-16.89285278,-40.60185556
aldeias_pontos.fid-8091ffc_197eb49b98a_3f3d,3296,Toneya,39402,1200609,14/09/2018,A,COORDENACAO REGIONAL DO JURUÁ,POINT (-71.6273333333 -8.32226388889),Tarauacá,Acre,30202001852,-8.32226389,-71.62733333
aldeias_pontos.fid-8091ffc_197eb49b98a_3f3e,4120,Topepeweke,33801,5106307,10/06/2020,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.799102777778 -12.488583333333),Paranatinga,Mato Grosso,30202002060,-12.48858333,-53.79910278
aldeias_pontos.fid-8091ffc_197eb49b98a_3f3f,3931,Tourão,64701,2313203,10/06/2019,A,COORDENACAO REGIONAL NORDESTE II,POINT (-40.1218777778 -4.96606666667),Tamboril,Ceará,30202001976,-4.96606667,-40.12187778
aldeias_pontos.fid-8091ffc_197eb49b98a_3f40,1013,Toxahipiu,50901,1400282,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-63.461666615 2.449722181),Iracema,Roraima,30202001955,2.44972218,-63.46166661
aldeias_pontos.fid-8091ffc_197eb49b98a_3f41,4058,Trabanda,73726,2401404,05/05/2020,A,COORDENACAO REGIONAL NORDESTE II,POINT (-34.9762694444 -6.45982222222),Baía Formosa,Rio Grande do Norte,30202001976,-6.45982222,-34.97626944
aldeias_pontos.fid-8091ffc_197eb49b98a_3f42,3453,Trevo do Parque,5802,2915601,16/10/2018,A,COORDENACAO REGIONAL DO SUL DA BAHIA,POINT (-39.5168055556 -16.9109055556),Itamaraju,Bahia,30202001990,-16.91090556,-39.51680556
aldeias_pontos.fid-8091ffc_197eb49b98a_3f43,3951,Trilho,54601,2303709,10/06/2019,A,COORDENACAO REGIONAL NORDESTE II,POINT (-38.6806138889 -3.72894444444),Caucaia,Ceará,30202001976,-3.72894444,-38.68061389
aldeias_pontos.fid-8091ffc_197eb49b98a_3f44,471,Trincheira,48201,1101302,,A,COORDENACAO REGIONAL DE JI PARANA,POINT (-62.9507388889 -11.068875),Mirante da Serra,Rondônia,30202001948,-11.068875,-62.95073889
aldeias_pontos.fid-8091ffc_197eb49b98a_3f45,6,Trocará,46301,1508100,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-49.655666666667 -3.5873055555556),Tucuruí,Pará,30202001906,-3.58730556,-49.65566667
aldeias_pontos.fid-8091ffc_197eb49b98a_3f46,4187,Três Buritis,33801,5107065,10/06/2020,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.300572222222 -11.316705555556),Querência,Mato Grosso,30202002060,-11.31670556,-53.30057222
aldeias_pontos.fid-8091ffc_197eb49b98a_3f47,1201,Três Estrelas,41101,5106281,22/06/2017,A,COORDENACAO REGIONAL XAVANTE,POINT (-53.8601277778 -15.2349611111),Novo São Joaquim,Mato Grosso,30202002053,-15.23496111,-53.86012778
aldeias_pontos.fid-8091ffc_197eb49b98a_3f48,3373,Três Fazendas,22601,1200328,18/09/2018,A,COORDENACAO REGIONAL DO JURUÁ,POINT (-72.1207745556 -9.46164677778),Jordão,Acre,30202001852,-9.46164678,-72.12077456
aldeias_pontos.fid-8091ffc_197eb49b98a_3f49,3714,Três Furos,1001,1505502,26/03/2019,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-46.6001805556 -2.81956666667),Paragominas,Pará,30202001906,-2.81956667,-46.60018056
aldeias_pontos.fid-8091ffc_197eb49b98a_3f4a,4179,Três Lagos,33801,5107065,10/06/2020,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.493066666667 -11.90925),Querência,Mato Grosso,30202002060,-11.90925,-53.49306667
aldeias_pontos.fid-8091ffc_197eb49b98a_3f4b,4138,Três Patos,33801,5103700,10/06/2020,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.597102777778 -11.124861111111),Feliz Natal,Mato Grosso,30202002060,-11.12486111,-53.59710278
aldeias_pontos.fid-8091ffc_197eb49b98a_3f4c,4310,Três Rios,37001,2509057,27/05/2021,A,COORDENACAO REGIONAL DE JOAO PESSOA,POINT (-35.0166666667 -6.772761),Marcação,Paraíba,30202002287,-6.772761,-35.01666667
aldeias_pontos.fid-8091ffc_197eb49b98a_3f4d,4119,Tsekuru,33801,5106307,10/06/2020,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.854941666667 -12.748141666667),Paranatinga,Mato Grosso,30202002060,-12.74814167,-53.85494167
aldeias_pontos.fid-8091ffc_197eb49b98a_3f4e,4749,Tsibaadzatsi,26901,5101852,28/03/2022,A,COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA,POINT (-51.7913888889 -11.9330555556),Bom Jesus do Araguaia,Mato Grosso,30202002046,-11.93305556,-51.79138889
aldeias_pontos.fid-8091ffc_197eb49b98a_3f4f,4744,Tsuprasiutse,26901,5100359,28/03/2022,A,COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA,POINT (-51.6111111111 -11.7102777778),Alto Boa Vista,Mato Grosso,30202002046,-11.71027778,-51.61111111
aldeias_pontos.fid-8091ffc_197eb49b98a_3f50,2341,Tsupypary,39801,1100379,13/07/2018,A,COORDENACAO REGIONAL DE CACOAL,POINT (-61.8423333333 -12.4625833333),Alto Alegre dos Parecis,Rondônia,30202001934,-12.46258333,-61.84233333
aldeias_pontos.fid-8091ffc_197eb49b98a_3f51,4113,Tuatuari (Yawalapiti),33801,5103858,10/06/2020,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.335361111111 -12.166841666667),Gaúcha do Norte,Mato Grosso,30202002060,-12.16684167,-53.33536111
aldeias_pontos.fid-8091ffc_197eb49b98a_3f52,4152,Tuba Tuba,33801,5105580,10/06/2020,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.316833333333 -10.948402777778),Marcelândia,Mato Grosso,30202002060,-10.94840278,-53.31683333
aldeias_pontos.fid-8091ffc_197eb49b98a_3f53,4837,Tucandeira,1201,1200435,04/04/2022,A,COORDENACAO REGIONAL ALTO PURUS,POINT (-70.1783666667 -9.14891111111),Santa Rosa do Purus,Acre,30202001845,-9.14891111,-70.17836667
aldeias_pontos.fid-8091ffc_197eb49b98a_3f54,886,Tucuiui,47601,1600501,16/11/2016,A,COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ,POINT (-51.3379722222 3.24630555556),Oiapoque,Amapá,30202001899,3.24630556,-51.33797222
aldeias_pontos.fid-8091ffc_197eb49b98a_3f55,4353,Tucum,55501,2913606,17/06/2021,A,COORDENACAO REGIONAL DO SUL DA BAHIA,POINT (-39.0296611111 -14.9215416667),Ilhéus,Bahia,30202001990,-14.92154167,-39.02966111
aldeias_pontos.fid-8091ffc_197eb49b98a_3f56,184,Tuha-entu,33701,1505106,,A,COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ,POINT (-56.069522222222 1.6968166666667),Óbidos,Pará,30202001899,1.69681667,-56.06952222
aldeias_pontos.fid-8091ffc_197eb49b98a_3f57,1146,Tuhuna,50901,1400050,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-63.860024527 2.611734197),Alto Alegre,Roraima,30202001955,2.6117342,-63.86002453
aldeias_pontos.fid-8091ffc_197eb49b98a_3f58,4182,Tuiararé,33801,5107065,10/06/2020,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.395569444444 -11.438230555556),Querência,Mato Grosso,30202002060,-11.43823056,-53.39556944
aldeias_pontos.fid-8091ffc_197eb49b98a_3f59,684,Tukamã,50601,1500602,19/08/2016,A,COORDENACAO REGIONAL CENTRO-LESTES DO PARÁ,POINT (-54.4696388889 -5.35940277778),Altamira,Pará,30202001913,-5.35940278,-54.46963889
aldeias_pontos.fid-8091ffc_197eb49b98a_3f5a,4305,Tukan,47401,1508001,25/05/2021,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.3521944444 -2.29636111111),Tomé-Açu,Pará,30202001906,-2.29636111,-48.35219444
aldeias_pontos.fid-8091ffc_197eb49b98a_3f5b,19,Tukapehy,43201,1507458,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.718930555556 -6.0069444444444),São Geraldo do Araguaia,Pará,30202001906,-6.00694444,-48.71893056
aldeias_pontos.fid-8091ffc_197eb49b98a_3f5c,155,Tukay,47601,1600501,,A,COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ,POINT (-51.5545555556 3.21688888889),Oiapoque,Amapá,30202001899,3.21688889,-51.55455556
aldeias_pontos.fid-8091ffc_197eb49b98a_3f5d,685,Tukayá,50601,1500602,19/08/2016,A,COORDENACAO REGIONAL CENTRO-LESTES DO PARÁ,POINT (-54.4539777778 -5.39111666667),Altamira,Pará,30202001913,-5.39111667,-54.45397778
aldeias_pontos.fid-8091ffc_197eb49b98a_3f5e,4606,Tumbira,28501,1303809,06/09/2021,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-67.0165333333 -0.244102777778),São Gabriel da Cachoeira,Amazonas,30202001885,-0.24410278,-67.01653333
aldeias_pontos.fid-8091ffc_197eb49b98a_3f5f,4122,Tupará,33801,5106240,10/06/2020,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.967836111111 -12.209955555556),Nova Ubiratã,Mato Grosso,30202002060,-12.20995556,-53.96783611
aldeias_pontos.fid-8091ffc_197eb49b98a_3f60,4172,Tupeku,33801,5107065,10/06/2020,A,COORDENACAO REGIONAL DO XINGU,POINT (-52.602147222222 -12.552383333333),Querência,Mato Grosso,30202002060,-12.55238333,-52.60214722
aldeias_pontos.fid-8091ffc_197eb49b98a_3f61,4221,Tupã,1001,1506559,16/07/2020,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-46.9475333333 -1.76633611111),Santa Luzia do Pará,Pará,30202001906,-1.76633611,-46.94753333
aldeias_pontos.fid-8091ffc_197eb49b98a_3f62,5091,Tupã Nhe Kretã,67801,4116208,31/05/2023,A,COORDENACAO REGIONAL LITORAL SUL,POINT (-48.9374641667 -25.6156480556),Morretes,Paraná,30202002095,-25.61564806,-48.93746417
aldeias_pontos.fid-8091ffc_197eb49b98a_3f63,1307,Turedjam,23001,1505437,21/09/2017,A,COORDENACAO REGIONAL KAYAPÓ SUL DO PARÁ,POINT (-51.07307461010694 -6.893570184265211),Ourilândia do Norte,Pará,30202001920,-6.89357018,-51.07307461
aldeias_pontos.fid-8091ffc_197eb49b98a_3f64,5224,Turipuku,44901,5105606,25/04/2024,A,COORDENACAO REGIONAL NORTE DO MATO GROSSO,POINT (-53.968513888889 -9.7111305555556),Matupá,Mato Grosso,30202002039,-9.71113056,-53.96851389
aldeias_pontos.fid-8091ffc_197eb49b98a_3f65,4695,Turuni,68101,1505304,11/01/2022,A,COORDENACAO REGIONAL DE MANAUS,POINT (-56.9563888889 0.0430555555556),Oriximiná,Pará,30202001871,0.04305556,-56.95638889
aldeias_pontos.fid-8091ffc_197eb49b98a_3f66,3749,Turé,47301,1508001,27/03/2019,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.3377777778 -2.28469444444),Tomé-Açu,Pará,30202001906,-2.28469444,-48.33777778
aldeias_pontos.fid-8091ffc_197eb49b98a_3f67,4866,Twatwa,26201,1200054,07/04/2022,A,COORDENACAO REGIONAL ALTO PURUS,POINT (-69.954997222222 -10.567491666667),Assis Brasil,Acre,30202001845,-10.56749167,-69.95499722
aldeias_pontos.fid-8091ffc_197eb49b98a_3f68,4397,Txihi Kamayurá,10302,2927705,21/06/2021,A,COORDENACAO REGIONAL DO SUL DA BAHIA,POINT (-39.0224305556 -16.3444416667),Santa Cruz Cabrália,Bahia,30202001990,-16.34444167,-39.02243056
aldeias_pontos.fid-8091ffc_197eb49b98a_3f69,5200,Txâna,51801,1200351,24/10/2023,A,COORDENACAO REGIONAL DO JURUÁ,POINT (-72.876472222222 -9.0609166666667),Marechal Thaumaturgo,Acre,30202001852,-9.06091667,-72.87647222
aldeias_pontos.fid-8091ffc_197eb49b98a_3f6a,1094,TÃ«maipi,50901,1400282,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-63.1916972222 2.58788055556),Iracema,Roraima,30202001955,2.58788056,-63.19169722
aldeias_pontos.fid-8091ffc_197eb49b98a_3f6b,4036,Tá Boa,64701,2308609,30/04/2020,A,COORDENACAO REGIONAL NORDESTE II,POINT (-40.0300277778 -5.04806111111),Monsenhor Tabosa,Ceará,30202001976,-5.04806111,-40.03002778
aldeias_pontos.fid-8091ffc_197eb49b98a_3f6c,1306,Tépdjâti,23001,1507300,21/09/2017,A,COORDENACAO REGIONAL KAYAPÓ SUL DO PARÁ,POINT (-52.35499735320213 -7.133049968042366),São Félix do Xingu,Pará,30202001920,-7.13304997,-52.35499735
aldeias_pontos.fid-8091ffc_197eb49b98a_3f6d,1757,UALÁ,24001,1302207,09/05/2018,A,COORDENACAO REGIONAL DO ALTO SOLIMOES,POINT (-65.8334777778 -2.82939722222),Juruá,Amazonas,30202001857,-2.82939722,-65.83347778
aldeias_pontos.fid-8091ffc_197eb49b98a_3f6e,3226,UAPUI CACHOEIRA,1101,1303809,13/09/2018,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-69.21005 1.20004444444),São Gabriel da Cachoeira,Amazonas,30202001885,1.20004444,-69.21005
aldeias_pontos.fid-8091ffc_197eb49b98a_3f6f,3385,UARAÇU,1101,1303809,09/10/2018,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-69.1303444444 0.518127777778),São Gabriel da Cachoeira,Amazonas,30202001885,0.51812778,-69.13034444
aldeias_pontos.fid-8091ffc_197eb49b98a_3f70,2203,UBARIRÉ (NOVA VIDA),3901,5106174,08/06/2018,A,COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA,POINT (-52.1175833333 -14.3178333333),Nova Nazaré,Mato Grosso,30202002046,-14.31783333,-52.11758333
aldeias_pontos.fid-8091ffc_197eb49b98a_3f71,1999,UBARU,37901,1400456,21/05/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.8052694444 4.50057777778),Pacaraima,Roraima,30202001955,4.50057778,-60.80526944
aldeias_pontos.fid-8091ffc_197eb49b98a_3f72,3256,UINAPIXUNA,1101,1303809,13/09/2018,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-69.8676611111 0.575477777778),São Gabriel da Cachoeira,Amazonas,30202001885,0.57547778,-69.86766111
aldeias_pontos.fid-8091ffc_197eb49b98a_3f73,2075,UIRAMUTÃ,37901,1400704,01/06/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.1643333333 4.59978611111),Uiramutã,Roraima,30202001955,4.59978611,-60.16433333
aldeias_pontos.fid-8091ffc_197eb49b98a_3f74,2147,UIRAPURU,37901,1400407,07/06/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-59.8605333333 3.82205555556),Normandia,Roraima,30202001955,3.82205556,-59.86053333
aldeias_pontos.fid-8091ffc_197eb49b98a_3f75,2465,UIRAPURU,13001,1302504,24/07/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-60.5331583333 -3.34863611111),Manacapuru,Amazonas,30202001871,-3.34863611,-60.53315833
aldeias_pontos.fid-8091ffc_197eb49b98a_3f76,1447,UIRAPURU,47901,5106182,13/04/2018,A,COORDENACAO REGIONAL DE CUIABA,POINT (-59.3821361111 -14.3286777778),Nova Lacerda,Mato Grosso,30202002025,-14.32867778,-59.38213611
aldeias_pontos.fid-8091ffc_197eb49b98a_3f77,2135,UIXI,37901,1400407,06/06/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.450425 4.00106944444),Normandia,Roraima,30202001955,4.00106944,-60.450425
aldeias_pontos.fid-8091ffc_197eb49b98a_3f78,2298,ULUPUENE,6001,5103858,09/07/2018,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.8980194444 -12.9011527778),Gaúcha do Norte,Mato Grosso,30202002060,-12.90115278,-53.89801944
aldeias_pontos.fid-8091ffc_197eb49b98a_3f79,3232,UMARI,1101,1303809,13/09/2018,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-69.1763972222 0.717983333333),São Gabriel da Cachoeira,Amazonas,30202001885,0.71798333,-69.17639722
aldeias_pontos.fid-8091ffc_197eb49b98a_3f7a,1828,UMARIAÇU I,47001,3552700,14/05/2018,A,COORDENACAO REGIONAL DO ALTO SOLIMOES,POINT (-69.9421138889 -4.26054166667),Tabatinga,São Paulo,30202001857,-4.26054167,-69.94211389
aldeias_pontos.fid-8091ffc_197eb49b98a_3f7b,1830,UMARIAÇU II,47001,1304062,14/05/2018,A,COORDENACAO REGIONAL DO ALTO SOLIMOES,POINT (-69.9370805556 -4.27098333333),Tabatinga,Amazonas,30202001857,-4.27098333,-69.93708056
aldeias_pontos.fid-8091ffc_197eb49b98a_3f7c,4539,UMARIRANA,49301,1300060,16/08/2021,A,COORDENACAO REGIONAL DO ALTO SOLIMOES,POINT (-68.57625 -3.40858055556),Amaturá,Amazonas,30202001857,-3.40858056,-68.57625
aldeias_pontos.fid-8091ffc_197eb49b98a_3f7d,2653,UMURIRANA,49301,1300060,26/07/2018,A,COORDENACAO REGIONAL DO ALTO SOLIMOES,POINT (-68.5762666667 -3.40884444444),Amaturá,Amazonas,30202001857,-3.40884444,-68.57626667
aldeias_pontos.fid-8091ffc_197eb49b98a_3f7e,2380,UMUTINA,48001,5101704,19/07/2018,A,COORDENACAO REGIONAL DE CUIABA,POINT (-57.1083472222 -15.0892055556),Barra do Bugres,Mato Grosso,30202002025,-15.08920556,-57.10834722
aldeias_pontos.fid-8091ffc_197eb49b98a_3f7f,2415,UNIDOS DO CANA,40501,1301902,24/07/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-58.9251888889 -3.17313333333),Itacoatiara,Amazonas,30202001871,-3.17313333,-58.92518889
aldeias_pontos.fid-8091ffc_197eb49b98a_3f80,3153,UNIÃO DO GATO,59201,2909901,10/09/2018,A,COORDENACAO REGIONAL BAIXO SÃO FRANCISCO,POINT (-39.4571055556 -8.57940555556),Curaçá,Bahia,30202001983,-8.57940556,-39.45710556
aldeias_pontos.fid-8091ffc_197eb49b98a_3f81,3758,UR-PEGAÊ (Linha 08),43001,1101203,29/03/2019,A,COORDENACAO REGIONAL DE CACOAL,POINT (-61.4088611111 -11.1037222222),Ministro Andreazza,Rondônia,30202001934,-11.10372222,-61.40886111
aldeias_pontos.fid-8091ffc_197eb49b98a_3f82,3386,URAÇU,1101,1303809,09/10/2018,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-69.1316777778 0.474802777778),São Gabriel da Cachoeira,Amazonas,30202001885,0.47480278,-69.13167778
