FID,cod_aldeia,nome_aldeia,cod_ti,cod_municipio,data_cadastro,flag_ativo,nome_cr,the_geom,nommunic,nomuf,undadm_codigo,coord_lat,coord_long
aldeias_pontos.fid-8091ffc_197eb49b98a_2ee7,1626,11 DE SETEMBRO,33801,5107065,19/04/2018,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.2047777778 -11.3278444444),Querência,Mato Grosso,30202002060,-11.32784444,-53.20477778
aldeias_pontos.fid-8091ffc_197eb49b98a_2ee8,61,12 de Outubro,17301,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.933888888889 -12.801388888889),Brasnorte,Mato Grosso,30202002032,-12.80138889,-57.93388889
aldeias_pontos.fid-8091ffc_197eb49b98a_2ee9,60,13 de Maio,17301,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.901388888889 -12.800277777778),Brasnorte,Mato Grosso,30202002032,-12.80027778,-57.90138889
aldeias_pontos.fid-8091ffc_197eb49b98a_2eea,2346,14 de Abril (Central),40701,1100098,13/07/2018,A,COORDENACAO REGIONAL DE CACOAL,POINT (-60.6708888889 -11.3573888889),Espigão D´Oeste,Rondônia,30202001934,-11.35738889,-60.67088889
aldeias_pontos.fid-8091ffc_197eb49b98a_2eeb,3084,18 Praias,15701,1200609,05/09/2018,A,COORDENACAO REGIONAL DO JURUÁ,POINT (-70.7596055556 -8.23643611111),Tarauacá,Acre,30202001852,-8.23643611,-70.75960556
aldeias_pontos.fid-8091ffc_197eb49b98a_2eec,3237,21 (Vinte e Um),20501,1200302,13/09/2018,A,COORDENACAO REGIONAL DO JURUÁ,POINT (-71.5234611111 -9.66817222222),Feijó,Acre,30202001852,-9.66817222,-71.52346111
aldeias_pontos.fid-8091ffc_197eb49b98a_2eed,4844,3 Cachoeiras,7301,1200054,04/04/2022,A,COORDENACAO REGIONAL ALTO PURUS,POINT (-69.8894083333 -10.9207333333),Assis Brasil,Acre,30202001845,-10.92073333,-69.88940833
aldeias_pontos.fid-8091ffc_197eb49b98a_2eee,3337,7 de Setembro,56601,1200336,17/09/2018,A,COORDENACAO REGIONAL DO JURUÁ,POINT (-73.5028888889 -7.46280555556),Mâncio Lima,Acre,30202001852,-7.46280556,-73.50288889
aldeias_pontos.fid-8091ffc_197eb49b98a_2eef,3980,72 COATI ( EDIMILSON ),40701,1100098,14/10/2019,A,COORDENACAO REGIONAL DE CACOAL,POINT (-60.5794166667 -11.5053333333),Espigão D´Oeste,Rondônia,30202001934,-11.50533333,-60.57941667
aldeias_pontos.fid-8091ffc_197eb49b98a_2ef0,3886,8ª Linha,16101,1100106,15/04/2019,A,COORDENACAO REGIONAL DE GUAJARA MIRIM,POINT (-65.208 -10.6284166667),Guajará-Mirim,Rondônia,30202001941,-10.62841667,-65.208
aldeias_pontos.fid-8091ffc_197eb49b98a_2ef1,2167,9 DE JULHO,37901,1400407,07/06/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.1014277778 3.50921388889),Normandia,Roraima,30202001955,3.50921389,-60.10142778
aldeias_pontos.fid-8091ffc_197eb49b98a_2ef2,761,ABACAXI,2401,1721208,20/10/2016,A,COORDENACAO REGIONAL ARAGUAIA TOCANTINS,POINT (-47.5444444444 -6.33916666667),Tocantinópolis,Tocantins,30202001962,-6.33916667,-47.54444444
aldeias_pontos.fid-8091ffc_197eb49b98a_2ef3,3689,ABELHINHA,41101,5103908,30/10/2018,A,COORDENACAO REGIONAL XAVANTE,POINT (-53.8217666667 -15.5201416667),General Carneiro,Mato Grosso,30202002053,-15.52014167,-53.82176667
aldeias_pontos.fid-8091ffc_197eb49b98a_2ef4,4993,ABONARI PV,49501,1303536,21/07/2022,A,COORDENACAO REGIONAL DE MANAUS,POINT (-60.4067 -1.26123333333),Presidente Figueiredo,Amazonas,30202001871,-1.26123333,-60.4067
aldeias_pontos.fid-8091ffc_197eb49b98a_2ef5,1516,ABRÃO,3601,2100600,17/04/2018,A,COORDENACAO REGIONAL MARANHÃO,POINT (-46.3042333333 -5.21534166667),Amarante do Maranhão,Maranhão,30202001997,-5.21534167,-46.30423333
aldeias_pontos.fid-8091ffc_197eb49b98a_2ef6,3172,ACAMAPAMENTO PASSO PIRAJU,11101,5003702,11/09/2018,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.6958333333 -22.4216666667),Dourados,Mato Grosso do Sul,30202002011,-22.42166667,-54.69583333
aldeias_pontos.fid-8091ffc_197eb49b98a_2ef7,3182,ACAMAPAMENTO TARUMÃ,18901,5005707,11/09/2018,I,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.2458333333 -23.0483333333),Naviraí,Mato Grosso do Sul,30202002011,-23.04833333,-54.24583333
aldeias_pontos.fid-8091ffc_197eb49b98a_2ef8,3181,ACAMPAMENTO ALDEINHA,18901,5005152,11/09/2018,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.3094444444 -22.7033333333),Juti,Mato Grosso do Sul,30202002011,-22.70333333,-54.30944444
aldeias_pontos.fid-8091ffc_197eb49b98a_2ef9,3177,ACAMPAMENTO AROEIRA,64801,5007208,11/09/2018,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.4361111111 -21.6527777778),Rio Brilhante,Mato Grosso do Sul,30202002011,-21.65277778,-54.43611111
aldeias_pontos.fid-8091ffc_197eb49b98a_2efa,3166,ACAMPAMENTO BOQUEIRÃO,11101,5003702,11/09/2018,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.8486111111 -22.2019444444),Dourados,Mato Grosso do Sul,30202002011,-22.20194444,-54.84861111
aldeias_pontos.fid-8091ffc_197eb49b98a_2efb,3163,ACAMPAMENTO CAPIVARI,9101,4313656,10/09/2018,A,COORDENACAO REGIONAL LITORAL SUL,POINT (-50.3557972222 -30.3593138889),Palmares do Sul,Rio Grande do Sul,30202002095,-30.35931389,-50.35579722
aldeias_pontos.fid-8091ffc_197eb49b98a_2efc,3489,ACAMPAMENTO CAPIVARI,9101,4313656,24/10/2018,A,COORDENACAO REGIONAL LITORAL SUL,POINT (-50.3557972222 -30.3593138889),Palmares do Sul,Rio Grande do Sul,30202002095,-30.35931389,-50.35579722
aldeias_pontos.fid-8091ffc_197eb49b98a_2efd,3169,ACAMPAMENTO CURRAL DE ARAME,11101,5003702,11/09/2018,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.8633333333 -22.2558333333),Dourados,Mato Grosso do Sul,30202002011,-22.25583333,-54.86333333
aldeias_pontos.fid-8091ffc_197eb49b98a_2efe,3175,ACAMPAMENTO GUIRAKAMBY,64801,4107256,11/09/2018,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.6247222222 -21.9833333333),Douradina,Paraná,30202002011,-21.98333333,-54.62472222
aldeias_pontos.fid-8091ffc_197eb49b98a_2eff,3171,ACAMPAMENTO ITAHUM,11101,5003702,11/09/2018,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-55.3561111111 -22.0905555556),Dourados,Mato Grosso do Sul,30202002011,-22.09055556,-55.35611111
aldeias_pontos.fid-8091ffc_197eb49b98a_2f00,3174,ACAMPAMENTO ITAY KA AGUYRUSU,64801,5003504,11/09/2018,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.6291666667 -21.9813888889),Douradina,Mato Grosso do Sul,30202002011,-21.98138889,-54.62916667
aldeias_pontos.fid-8091ffc_197eb49b98a_2f01,3183,ACAMPAMENTO JUNCAL,18901,5005707,11/09/2018,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.2833333333 -22.9),Naviraí,Mato Grosso do Sul,30202002011,-22.9,-54.28333333
aldeias_pontos.fid-8091ffc_197eb49b98a_2f02,3180,ACAMPAMENTO LARANJAL,43401,5005004,11/09/2018,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-56.1711111111 -21.5777777778),Jardim,Mato Grosso do Sul,30202002011,-21.57777778,-56.17111111
aldeias_pontos.fid-8091ffc_197eb49b98a_2f03,3176,ACAMPAMENTO LARANJEIRA NHANDERU,64801,5007208,11/09/2018,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.5447222222 -21.89),Rio Brilhante,Mato Grosso do Sul,30202002011,-21.89,-54.54472222
aldeias_pontos.fid-8091ffc_197eb49b98a_2f04,3168,ACAMPAMENTO MUDAS,11101,5003702,11/09/2018,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.7705555556 -22.2483333333),Dourados,Mato Grosso do Sul,30202002011,-22.24833333,-54.77055556
aldeias_pontos.fid-8091ffc_197eb49b98a_2f05,3167,ACAMPAMENTO NHU VERÁ,11101,5003702,11/09/2018,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.8527777778 -22.2),Dourados,Mato Grosso do Sul,30202002011,-22.2,-54.85277778
aldeias_pontos.fid-8091ffc_197eb49b98a_2f06,3170,ACAMPAMENTO PAKURITY,11101,5003702,11/09/2018,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.9711111111 -22.2483333333),Dourados,Mato Grosso do Sul,30202002011,-22.24833333,-54.97111111
aldeias_pontos.fid-8091ffc_197eb49b98a_2f07,3173,ACAMPAMENTO PICADINHA,11101,5003702,11/09/2018,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.9652777778 -22.1725),Dourados,Mato Grosso do Sul,30202002011,-22.1725,-54.96527778
aldeias_pontos.fid-8091ffc_197eb49b98a_2f08,3187,ACAMPAMENTO POTRERITO,35901,5006358,11/09/2018,A,COORDENACAO REGIONAL DE PONTA PORA,POINT (-55.2666666667 -23.9333333333),Paranhos,Mato Grosso do Sul,30202002018,-23.93333333,-55.26666667
aldeias_pontos.fid-8091ffc_197eb49b98a_2f09,3178,ACAMPAMENTO WILSON OU SETE PLACAS,64801,5007208,11/09/2018,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.8638888889 -21.5861111111),Rio Brilhante,Mato Grosso do Sul,30202002011,-21.58611111,-54.86388889
aldeias_pontos.fid-8091ffc_197eb49b98a_2f0a,3789,ACAPURI DE CIMA,101,1301605,01/04/2019,A,COORDENACAO REGIONAL DO ALTO SOLIMOES,POINT (-66.816902777778 -2.6722361111111),Fonte Boa,Amazonas,30202001857,-2.67223611,-66.81690278
aldeias_pontos.fid-8091ffc_197eb49b98a_2f0b,3804,ACAPURI DO MEIO,101,1301605,01/04/2019,A,COORDENACAO REGIONAL DO ALTO SOLIMOES,POINT (-66.808841666667 -2.6813638888889),Fonte Boa,Amazonas,30202001857,-2.68136389,-66.80884167
aldeias_pontos.fid-8091ffc_197eb49b98a_2f0c,3054,ACAUÃ,13101,2600500,04/09/2018,A,COORDENACAO REGIONAL BAIXO SÃO FRANCISCO,POINT (-37.1229194444 -9.11859166667),Águas Belas,Pernambuco,30202001983,-9.11859167,-37.12291944
aldeias_pontos.fid-8091ffc_197eb49b98a_2f0d,3162,ACAUÃ,46601,2603009,10/09/2018,A,COORDENACAO REGIONAL BAIXO SÃO FRANCISCO,POINT (-39.4254222222 -8.51738611111),Cabrobó,Pernambuco,30202001983,-8.51738611,-39.42542222
aldeias_pontos.fid-8091ffc_197eb49b98a_2f0e,2992,ACONÃ,601,2709202,03/09/2018,A,COORDENACAO REGIONAL NORDESTE I,POINT (-36.9433833333 -10.0702166667),Traipu,Alagoas,30202001969,-10.07021667,-36.94338333
aldeias_pontos.fid-8091ffc_197eb49b98a_2f0f,1425,ACURI,33401,5107958,12/04/2018,A,COORDENACAO REGIONAL DE CUIABA,POINT (-58.5555555556 -14.3466666667),Tangará da Serra,Mato Grosso,30202002025,-14.34666667,-58.55555556
aldeias_pontos.fid-8091ffc_197eb49b98a_2f10,3028,AFETOS,50801,2610905,04/09/2018,A,COORDENACAO REGIONAL NORDESTE I,POINT (-36.7060194444 -8.32255277778),Pesqueira,Pernambuco,30202001969,-8.32255278,-36.70601944
aldeias_pontos.fid-8091ffc_197eb49b98a_2f11,1416,AFRICA,33401,5107958,12/04/2018,A,COORDENACAO REGIONAL DE CUIABA,POINT (-58.282675 -14.3621916667),Tangará da Serra,Mato Grosso,30202002025,-14.36219167,-58.282675
aldeias_pontos.fid-8091ffc_197eb49b98a_2f12,1611,AFUKURI,33801,5107065,18/04/2018,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.0041388889 -12.5170027778),Querência,Mato Grosso,30202002060,-12.51700278,-53.00413889
aldeias_pontos.fid-8091ffc_197eb49b98a_2f13,4001,AGAMENON (GERALDO),33601,1100189,04/11/2019,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-60.4119722222 -11.6165833333),Pimenta Bueno,Rondônia,30202002032,-11.61658333,-60.41197222
aldeias_pontos.fid-8091ffc_197eb49b98a_2f14,2290,AGATHA,33801,5103858,09/07/2018,A,COORDENACAO REGIONAL DO XINGU,POINT (-52.9136916667 -12.7656611111),Gaúcha do Norte,Mato Grosso,30202002060,-12.76566111,-52.91369167
aldeias_pontos.fid-8091ffc_197eb49b98a_2f15,3437,AGRESTE,32401,2614808,11/10/2018,A,COORDENACAO REGIONAL BAIXO SÃO FRANCISCO,POINT (-38.1760777778 -9.12955833333),Tacaratu,Pernambuco,30202001983,-9.12955833,-38.17607778
aldeias_pontos.fid-8091ffc_197eb49b98a_2f16,1557,AGUA BRANCA,3601,2100956,17/04/2018,A,COORDENACAO REGIONAL MARANHÃO,POINT (-46.2066527778 -5.32752777778),Arame,Maranhão,30202001997,-5.32752778,-46.20665278
aldeias_pontos.fid-8091ffc_197eb49b98a_2f17,2979,AGUA BRANCA,2601,4113700,03/09/2018,A,COORDENACAO REGIONAL INTERIOR DO SUL,POINT (-50.9589583333 -23.7880944444),Londrina,Paraná,30202002088,-23.78809444,-50.95895833
aldeias_pontos.fid-8091ffc_197eb49b98a_2f18,2976,AGUA BRANCA,44401,5001102,31/08/2018,A,COORDENACAO REGIONAL DE CAMPO GRANDE,POINT (-56.0441694444 -20.2728472222),Aquidauana,Mato Grosso do Sul,30202002004,-20.27284722,-56.04416944
aldeias_pontos.fid-8091ffc_197eb49b98a_2f19,2966,AGUA BRANCA,30601,5001102,31/08/2018,A,COORDENACAO REGIONAL DE CAMPO GRANDE,POINT (-55.7581222222 -21.1476361111),Aquidauana,Mato Grosso do Sul,30202002004,-21.14763611,-55.75812222
aldeias_pontos.fid-8091ffc_197eb49b98a_2f1a,2258,AGUA FRIA,37901,1400704,28/06/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.4949805556 4.64508055556),Uiramutã,Roraima,30202001955,4.64508056,-60.49498056
aldeias_pontos.fid-8091ffc_197eb49b98a_2f1b,2537,AGUA FRIA,24201,1300631,24/07/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-61.8784194444 -4.41252777778),Beruri,Amazonas,30202001871,-4.41252778,-61.87841944
aldeias_pontos.fid-8091ffc_197eb49b98a_2f1c,2736,AGUA LIMPA,12101,3552700,27/07/2018,A,COORDENACAO REGIONAL DO ALTO SOLIMOES,POINT (-69.5407555556 -4.13423055556),Tabatinga,São Paulo,30202001857,-4.13423056,-69.54075556
aldeias_pontos.fid-8091ffc_197eb49b98a_2f1d,1576,AIHA /KALAPALO,33801,5103858,18/04/2018,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.2555416667 -12.1619638889),Gaúcha do Norte,Mato Grosso,30202002060,-12.16196389,-53.25554167
aldeias_pontos.fid-8091ffc_197eb49b98a_2f1e,1618,AIPORE,33801,5105580,18/04/2018,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.4218083333 -11.0447833333),Marcelândia,Mato Grosso,30202002060,-11.04478333,-53.42180833
aldeias_pontos.fid-8091ffc_197eb49b98a_2f1f,2172,AIRASOL,37901,1400407,07/06/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.2871 3.68669166667),Normandia,Roraima,30202001955,3.68669167,-60.2871
aldeias_pontos.fid-8091ffc_197eb49b98a_2f20,2360,AJARANI I,50901,1400282,17/07/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-62.0198416667 1.88836111111),Iracema,Roraima,30202001955,1.88836111,-62.01984167
aldeias_pontos.fid-8091ffc_197eb49b98a_2f21,2366,AJARANI II,50901,1400209,17/07/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-61.9823694444 1.90199722222),Caracaraí,Roraima,30202001955,1.90199722,-61.98236944
aldeias_pontos.fid-8091ffc_197eb49b98a_2f22,2249,AJURICABA,50901,1300409,25/06/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-62.6416666667 0.891666666667),Barcelos,Amazonas,30202001955,0.89166667,-62.64166667
aldeias_pontos.fid-8091ffc_197eb49b98a_2f23,2930,AKAJUTIBIRÓ,36901,2501401,20/08/2018,A,COORDENACAO REGIONAL DE JOAO PESSOA,POINT (-34.9352027778 -6.70973055556),Baía da Traição,Paraíba,30202002287,-6.70973056,-34.93520278
aldeias_pontos.fid-8091ffc_197eb49b98a_2f24,2025,AKAN  (AGAN),58401,1400100,29/05/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.4524722222 3.33100555556),Boa Vista,Roraima,30202001955,3.33100556,-60.45247222
aldeias_pontos.fid-8091ffc_197eb49b98a_2f25,1350,AKONTEK,29801,1503754,11/04/2018,A,COORDENACAO REGIONAL DE TAPAJOS,POINT (-57.4486666667 -6.4995),Jacareacanga,Pará,30202001927,-6.4995,-57.44866667
aldeias_pontos.fid-8091ffc_197eb49b98a_2f26,5004,ALALAU (AL),49501,1303205,21/07/2022,A,COORDENACAO REGIONAL DE MANAUS,POINT (-61.1428111111 -0.500472222222),Novo Airão,Amazonas,30202001871,-0.50047222,-61.14281111
aldeias_pontos.fid-8091ffc_197eb49b98a_2f27,1716,ALANTESU,48601,5103304,30/04/2018,A,COORDENACAO REGIONAL DE CUIABA,POINT (-59.8383888889 -14.1707777778),Comodoro,Mato Grosso,30202002025,-14.17077778,-59.83838889
aldeias_pontos.fid-8091ffc_197eb49b98a_2f28,2945,ALDEIA BAIXA DA CANGALHA,23101,2902658,21/08/2018,A,COORDENACAO REGIONAL BAIXO SÃO FRANCISCO,POINT (-38.6658611111 -10.6749166667),Banzaê,Bahia,30202001983,-10.67491667,-38.66586111
aldeias_pontos.fid-8091ffc_197eb49b98a_2f29,4002,ALDEIA CURRAL (VICENTE),33601,1100189,04/11/2019,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-60.1893888889 -11.6709722222),Pimenta Bueno,Rondônia,30202002032,-11.67097222,-60.18938889
aldeias_pontos.fid-8091ffc_197eb49b98a_2f2a,3985,ALDEIA DO MANOEL,40701,1100098,15/10/2019,A,COORDENACAO REGIONAL DE CACOAL,POINT (-60.7593333333 -11.0861388889),Espigão D´Oeste,Rondônia,30202001934,-11.08613889,-60.75933333
aldeias_pontos.fid-8091ffc_197eb49b98a_2f2b,1647,ALDEIA ETEWAWE,26901,5100359,23/04/2018,A,COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA,POINT (-51.5322777778 -11.7509722222),Alto Boa Vista,Mato Grosso,30202002046,-11.75097222,-51.53227778
aldeias_pontos.fid-8091ffc_197eb49b98a_2f2c,2941,ALDEIA MORRINHOS,15401,2913200,21/08/2018,A,COORDENACAO REGIONAL BAIXO SÃO FRANCISCO,POINT (-43.2545638889 -12.0854361111),Ibotirama,Bahia,30202001983,-12.08543611,-43.25456389
aldeias_pontos.fid-8091ffc_197eb49b98a_2f2d,2243,ALDEIA NOVA,45103,1304104,25/06/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-62.8271472222 -4.78378055556),Tapauá,Amazonas,30202001871,-4.78378056,-62.82714722
aldeias_pontos.fid-8091ffc_197eb49b98a_2f2e,2330,ALDEIA PAITER - LINHA 09,43001,1100049,12/07/2018,A,COORDENACAO REGIONAL DE CACOAL,POINT (-61.3622833333 -11.1050444444),Cacoal,Rondônia,30202001934,-11.10504444,-61.36228333
aldeias_pontos.fid-8091ffc_197eb49b98a_2f2f,829,ALDEINHA,50301,1721109,31/10/2016,A,COORDENACAO REGIONAL ARAGUAIA TOCANTINS,POINT (-48.0486111111 -9.71),Tocantínia,Tocantins,30202001962,-9.71,-48.04861111
aldeias_pontos.fid-8091ffc_197eb49b98a_2f30,757,ALDEINHA,2401,1721208,20/10/2016,A,COORDENACAO REGIONAL ARAGUAIA TOCANTINS,POINT (-47.5486111111 -6.33277777778),Tocantinópolis,Tocantins,30202001962,-6.33277778,-47.54861111
aldeias_pontos.fid-8091ffc_197eb49b98a_2f31,3642,ALDEONA,32701,5102603,29/10/2018,A,COORDENACAO REGIONAL XAVANTE,POINT (-53.3961138889 -14.4486),Campinápolis,Mato Grosso,30202002053,-14.4486,-53.39611389
aldeias_pontos.fid-8091ffc_197eb49b98a_2f32,2370,ALEGRIA,5101,5101605,19/07/2018,A,COORDENACAO REGIONAL DE CUIABA,POINT (-56.582775 -17.0568361111),Barão de Melgaço,Mato Grosso,30202002025,-17.05683611,-56.582775
aldeias_pontos.fid-8091ffc_197eb49b98a_2f33,3150,ALEGRIA,46601,2603009,10/09/2018,A,COORDENACAO REGIONAL BAIXO SÃO FRANCISCO,POINT (-39.4328861111 -8.53633333333),Cabrobó,Pernambuco,30202001983,-8.53633333,-39.43288611
aldeias_pontos.fid-8091ffc_197eb49b98a_2f34,409,ALEGRIA,48701,1300201,,A,COORDENACAO REGIONAL DO VALE DO JAVARI,POINT (-72.1247777778 -6.80438888889),Atalaia do Norte,Amazonas,30202001892,-6.80438889,-72.12477778
aldeias_pontos.fid-8091ffc_197eb49b98a_2f35,2205,ALEGRIA,3901,5106174,08/06/2018,A,COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA,POINT (-52.2054444444 -14.4097777778),Nova Nazaré,Mato Grosso,30202002046,-14.40977778,-52.20544444
aldeias_pontos.fid-8091ffc_197eb49b98a_2f36,2269,ALELUIA,37901,1400456,03/07/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.8758472222 4.22522777778),Pacaraima,Roraima,30202001955,4.22522778,-60.87584722
aldeias_pontos.fid-8091ffc_197eb49b98a_2f37,2264,ALIANÇA I,37901,1400704,02/07/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.3361666667 4.21463611111),Uiramutã,Roraima,30202001955,4.21463611,-60.33616667
aldeias_pontos.fid-8091ffc_197eb49b98a_2f38,3529,ALTAMIRA,8701,2101608,24/10/2018,A,COORDENACAO REGIONAL MARANHÃO,POINT (-45.5551583333 -5.71401388889),Barra do Corda,Maranhão,30202001997,-5.71401389,-45.55515833
aldeias_pontos.fid-8091ffc_197eb49b98a_2f39,2630,ALTO ARRAIA,26501,1400159,26/07/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.209025 2.85429166667),Bonfim,Roraima,30202001955,2.85429167,-60.209025
aldeias_pontos.fid-8091ffc_197eb49b98a_2f3a,2367,ALTO CATRIMANI,50901,1400282,17/07/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-63.0048805556 2.37543611111),Iracema,Roraima,30202001955,2.37543611,-63.00488056
aldeias_pontos.fid-8091ffc_197eb49b98a_2f3b,2902,ALTO DA SERRA,4501,2603926,06/08/2018,A,COORDENACAO REGIONAL BAIXO SÃO FRANCISCO,POINT (-38.7760416667 -8.30011944444),Carnaubeira da Penha,Pernambuco,30202001983,-8.30011944,-38.77604167
aldeias_pontos.fid-8091ffc_197eb49b98a_2f3c,3652,ALTO DA VITORIA,32701,5102603,29/10/2018,A,COORDENACAO REGIONAL XAVANTE,POINT (-53.3964694444 -14.297675),Campinápolis,Mato Grosso,30202002053,-14.297675,-53.39646944
aldeias_pontos.fid-8091ffc_197eb49b98a_2f3d,1088,ALTO MUCAJAI,50901,1400050,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-62.220193954 2.766035613),Alto Alegre,Roraima,30202001955,2.76603561,-62.22019395
aldeias_pontos.fid-8091ffc_197eb49b98a_2f3e,2959,ALVES DE BARRO,20001,5006903,31/08/2018,A,COORDENACAO REGIONAL DE CAMPO GRANDE,POINT (-56.9601888889 -20.4331611111),Porto Murtinho,Mato Grosso do Sul,30202002004,-20.43316111,-56.96018889
aldeias_pontos.fid-8091ffc_197eb49b98a_2f3f,3646,ALVORADA,32701,5102603,29/10/2018,A,COORDENACAO REGIONAL XAVANTE,POINT (-53.4300972222 -14.4453777778),Campinápolis,Mato Grosso,30202002053,-14.44537778,-53.43009722
aldeias_pontos.fid-8091ffc_197eb49b98a_2f40,3071,AMAMBAÍ,1601,5000609,05/09/2018,A,COORDENACAO REGIONAL DE PONTA PORA,POINT (-55.2101444444 -23.0624083333),Amambai,Mato Grosso do Sul,30202002018,-23.06240833,-55.21014444
aldeias_pontos.fid-8091ffc_197eb49b98a_2f41,2333,AMARAL,43001,1100049,12/07/2018,A,COORDENACAO REGIONAL DE CACOAL,POINT (-61.2999972222 -11.1954166667),Cacoal,Rondônia,30202001934,-11.19541667,-61.29999722
aldeias_pontos.fid-8091ffc_197eb49b98a_2f42,3043,AMARO,50701,2706307,04/09/2018,A,COORDENACAO REGIONAL NORDESTE I,POINT (-36.6556 -9.36889166667),Palmeira dos Índios,Alagoas,30202001969,-9.36889167,-36.6556
aldeias_pontos.fid-8091ffc_197eb49b98a_2f43,2674,AMATURAZINHO,6201,1303700,26/07/2018,A,COORDENACAO REGIONAL DO ALTO SOLIMOES,POINT (-68.2531638889 -2.9521),Santo Antônio do Içá,Amazonas,30202001857,-2.9521,-68.25316389
aldeias_pontos.fid-8091ffc_197eb49b98a_2f44,3407,AMBAÚBA,1101,1303809,09/10/2018,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-67.9072527778 1.29083888889),São Gabriel da Cachoeira,Amazonas,30202001885,1.29083889,-67.90725278
aldeias_pontos.fid-8091ffc_197eb49b98a_2f45,3981,AMIMAJJ (NOEL),40701,1100098,14/10/2019,A,COORDENACAO REGIONAL DE CACOAL,POINT (-60.7058333333 -11.38175),Espigão D´Oeste,Rondônia,30202001934,-11.38175,-60.70583333
aldeias_pontos.fid-8091ffc_197eb49b98a_2f46,3203,AMIUM,59601,1303809,11/09/2018,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-67.2739083333 0.525794444444),São Gabriel da Cachoeira,Amazonas,30202001885,0.52579444,-67.27390833
aldeias_pontos.fid-8091ffc_197eb49b98a_2f47,3705,AMOMI,47601,1600501,07/02/2019,A,COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ,POINT (-51.4780555556 3.50938888889),Oiapoque,Amapá,30202001899,3.50938889,-51.47805556
aldeias_pontos.fid-8091ffc_197eb49b98a_2f48,5005,ANAHKWA (NA),49501,1400472,21/07/2022,A,COORDENACAO REGIONAL DE MANAUS,POINT (-60.5735555556 -0.124741666667),Rorainópolis,Roraima,30202001871,-0.12474167,-60.57355556
aldeias_pontos.fid-8091ffc_197eb49b98a_2f49,430,ANANÁS,1901,1400027,,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-61.4291666667 3.89416666667),Amajari,Roraima,30202001955,3.89416667,-61.42916667
aldeias_pontos.fid-8091ffc_197eb49b98a_2f4a,2383,ANARO,51601,1400027,23/07/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.9709444444 3.93441944444),Amajari,Roraima,30202001955,3.93441944,-60.97094444
aldeias_pontos.fid-8091ffc_197eb49b98a_2f4b,3258,ANCHIETA,1101,1303809,13/09/2018,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-69.9303444444 0.556494444444),São Gabriel da Cachoeira,Amazonas,30202001885,0.55649444,-69.93034444
